REY_roi_manualSelection1 ; ROI_0_Psic_205Ev4.pdf_pg-70.jpg ; a1 ; (34,24) ; 
REY_roi_manualSelection1 ; ROI_0_Psic_101Ev5.pdf_pg-27.jpg ; a1 ; (27,41) ; 
REY_roi_manualSelection1 ; ROI_90_Psic_029Ev4.pdf_pg-24.jpg ; a1 ; (37,33) ; 
REY_roi_manualSelection1 ; ROI_0_Psic_516Ev3.pdf_pg-26.jpg ; a1 ; (39,41) ; 
REY_roi_manualSelection1 ; ROI_0_Psic_131Ev5.pdf_pg-25.jpg ; a1 ; (29,41) ; 
REY_roi_manualSelection1 ; ROI_0_Psic_527Ev2.pdf_pg-26.jpg ; a1 ; (35,75) ; 
REY_roi_manualSelection1 ; ROI_0_Psic_502Ev3.pdf_pg-27.jpg ; a1 ; (29,51) ; 
REY_roi_manualSelection1 ; ROI_0_Psic_129Ev5.pdf_pg-27.jpg ; a1 ; (36,62) ; 
REY_roi_manualSelection1 ; ROI_0_Psic_522Ev3.pdf_pg-29.jpg ; a1 ; (44,51) ; 
REY_roi_manualSelection1 ; ROI_0_Psic_332Ev2-r.jpg ; a1 ; (55,74) ; 
REY_roi_manualSelection1 ; ROI_0_Psic_533Ev2-1.pdf_pg-24.jpg ; a1 ; (30,47) ; 
REY_roi_manualSelection1 ; ROI_0_Psic_526Ev4.pdf_pg-31.jpg ; a1 ; (34,59) ; 
REY_roi_manualSelection1 ; ROI_0_Psic_243Ev5.pdf_pg-26.jpg ; a1 ; (42,38) ; 
REY_roi_manualSelection1 ; ROI_0_Psic_220Ev3.pdf_pg-19.jpg ; a1 ; (39,59) ; 
REY_roi_manualSelection1 ; ROI_90_Psic_021Ev2.pdf_pg-17.jpg ; a1 ; (39,43) ; 
REY_roi_manualSelection1 ; ROI_0_Psic_031Ev5.pdf_pg-27.jpg ; a1 ; (33,30) ; 
REY_roi_manualSelection1 ; ROI_0_Psic_344Ev2-r.jpg ; a1 ; (60,75) ; 
REY_roi_manualSelection1 ; ROI_0_Psic_024Ev3.pdf_pg-19.jpg ; a1 ; (30,75) ; 
REY_roi_manualSelection1 ; ROI_0_Psic_030Ev5.pdf_pg-27.jpg ; a1 ; (33,44) ; 
REY_roi_manualSelection1 ; ROI_0_Psic_502Ev3.pdf_pg-26.jpg ; a1 ; (37,54) ; 
REY_roi_manualSelection1 ; ROI_0_Psic_435Ev2.pdf_pg-23.jpg ; a1 ; (29,59) ; 
REY_roi_manualSelection1 ; ROI_0_Psic_503Ev3.pdf_pg-24.jpg ; a1 ; (38,101) ; 
REY_roi_manualSelection1 ; ROI_0_Psic_132Ev5.pdf_pg-25.jpg ; a1 ; (29,64) ; 
